                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221109"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                     Teff                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                                 center_T                               center_Rho                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      10                                      815                  2.5958682112000003E+006                  5.7126312144286233E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  7.0077078999344372E-002                  6.7511949335645693E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7104550142272605E-001                  6.7511949335645693E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7104550142272605E-001                 -1.5948625910832068E-001                 -4.6935999784903132E+001                 -6.4163508346622224E+000                 -1.5948601871653939E-001                 -2.1803888211760769E-001                 -1.0586716513782877E+000                 -4.6935999784903132E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6019796005000271E+003                  3.7483415230155028E+000                  6.9011320998336145E-001                 -1.6107965935248389E-001                 -5.4569714842751610E-002                  4.5472070569886363E+000                  0.0000000000000000E+000                  1.3671283007390140E+007                  7.7500694311160473E+001                  6.2142834981158024E-001                  8.4969141326740760E-001                  1.2974906366062946E+000                  6.9935934412134237E-001                  2.8046330340786740E-001                  2.8047043196219776E-003                  9.3804374095261284E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9987887759604372E-001                  2.8003178942190515E-001                                        0                                        3 
                                      11                                      814                  3.2150418534400002E+006                  5.7918124604762475E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  6.7442410560368357E-002                  6.4709779199792761E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7095306987104457E-001                  6.4709779199792761E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7095306987104457E-001                 -1.5937372932031030E-001                 -4.6944782654233101E+001                 -6.4132499707410426E+000                 -1.5937348726871525E-001                 -2.1650111000408662E-001                 -1.0685643569670971E+000                 -4.6944782654233101E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6007886669549152E+003                  3.7482491858615861E+000                  6.8926088683751685E-001                 -1.6161636551073599E-001                 -5.4653393614043616E-002                  4.5473744145312205E+000                  0.0000000000000000E+000                  1.3665512203141579E+007                  7.7576516275215070E+001                  6.2144621054558880E-001                  8.4967334030817365E-001                  1.2975394658039907E+000                  6.9932337810176370E-001                  2.8049187905693007E-001                  2.7569408811624835E-003                  9.3804205770498823E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9987347723720494E-001                  2.8003495648158766E-001                                        0                                        3 
                                      12                                      813                  3.9580502241280004E+006                  5.8709937065238726E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  6.4606732956993082E-002                  6.1934034516470005E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7087418003558779E-001                  6.1934034516470005E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7087418003558779E-001                 -1.5905503433534907E-001                 -4.6954444853459655E+001                 -6.4097987906682024E+000                 -1.5905479053157001E-001                 -2.1452576873344928E-001                 -1.0802156264270542E+000                 -4.6954444853459655E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6000713794973826E+003                  3.7481935626355338E+000                  6.8905766285225667E-001                 -1.6174443322925913E-001                 -5.4606181021201371E-002                  4.5472799893455358E+000                  0.0000000000000000E+000                  1.3659192642665055E+007                  7.7654436192198986E+001                  6.2146787187194119E-001                  8.4965143863218340E-001                  1.2975986537076860E+000                  6.9927974919566616E-001                  2.8052648606901848E-001                  2.6994461907057688E-003                  9.3804000123889012E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9986704712274417E-001                  2.8003880238482259E-001                                        0                                        4 
                                      13                                      812                  4.8496602689536000E+006                  5.9501749525714978E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  6.1629094372692525E-002                  5.9185846014583487E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7080860274846514E-001                  5.9185846014583487E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7080860274846514E-001                 -1.5865855395543646E-001                 -4.6964955447081380E+001                 -6.4058157678246834E+000                 -1.5865830812991194E-001                 -2.1224765515103211E-001                 -1.0938854550469248E+000                 -4.6964955447081380E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5997989513674029E+003                  3.7481724348849275E+000                  6.8944594531583681E-001                 -1.6149977817748704E-001                 -5.4441597994100678E-002                  4.5469508232913345E+000                  0.0000000000000000E+000                  1.3652347237788256E+007                  7.7733086868434057E+001                  6.2149410493255575E-001                  8.4962492769011044E-001                  1.2976702906706328E+000                  6.9922689452746056E-001                  2.8056841054801623E-001                  2.6305827223309952E-003                  9.3803748874957734E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9985940030211835E-001                  2.8004348074927338E-001                                        0                                        4 
                                      14                                      813                  5.9195923227443201E+006                  6.0293561986191220E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  5.8563342789802915E-002                  5.6466395670672076E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076525387810997E-001                  5.6466395670672076E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076525387810997E-001                 -1.5831920000627683E-001                 -4.6976150401445274E+001                 -6.4010091420241251E+000                 -1.5831895163907464E-001                 -2.0981209124929190E-001                 -1.1098483198804634E+000                 -4.6976150401445274E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5998945911690334E+003                  3.7481798522018281E+000                  6.9029580352195219E-001                 -1.6096476678668953E-001                 -5.4188926932504655E-002                  4.5464454811681421E+000                  0.0000000000000000E+000                  1.3645056448641740E+007                  7.7815180545469985E+001                  6.2152582433924008E-001                  8.4959287809637596E-001                  1.2977568512098223E+000                  6.9916295590350741E-001                  2.8061922067462458E-001                  2.5485891169413706E-003                  9.3803441864824168E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9985031506872386E-001                  2.8004917646088789E-001                                        0                                        5 
                                      15                                      808                  7.2035107872931836E+006                  6.1085374446667471E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  5.5459553665320876E-002                  5.3776920678856255E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7074109376484918E-001                  5.3776920678856255E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7074109376484918E-001                 -1.5812055842235179E-001                 -4.6987343354159854E+001                 -6.3950593041413031E+000                 -1.5812030674424421E-001                 -2.0732094575515023E-001                 -1.1283043240453754E+000                 -4.6987343354159854E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6002668991848313E+003                  3.7482087252349587E+000                  6.9145384655474251E-001                 -1.6023680305364393E-001                 -5.3882691132242547E-002                  4.5458330095676178E+000                  0.0000000000000000E+000                  1.3637678391577616E+007                  7.7909991802487440E+001                  6.2156411952837864E-001                  8.4955417813711342E-001                  1.2978612766926021E+000                  6.9908571377037110E-001                  2.8068084007034644E-001                  2.4516065620559281E-003                  9.3803066485154823E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9983952663824744E-001                  2.8005611123858543E-001                                        0                                        5 
                                      16                                      808                  8.7442129447518215E+006                  6.1877186907143722E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  5.2376515014242078E-002                  5.1118717890686616E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7073269801721895E-001                  5.1118717890686616E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7073269801721895E-001                 -1.5806319538329502E-001                 -4.6998365625736334E+001                 -6.3875677610043198E+000                 -1.5806293935992041E-001                 -2.0477723742675275E-001                 -1.1495477378972192E+000                 -4.6998365625736334E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6008609616435215E+003                  3.7482547916759748E+000                  6.9280926880788951E-001                 -1.5938631070607770E-001                 -5.3549577840491198E-002                  4.5451667829841149E+000                  0.0000000000000000E+000                  1.3630250550441267E+007                  7.8026242776341221E+001                  6.2161027992484097E-001                  8.4950750863667213E-001                  1.2979870339385353E+000                  6.9899253226846281E-001                  2.8075561227691520E-001                  2.3378197113927621E-003                  9.3802607198654759E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9982671740398172E-001                  2.8006455240130423E-001                                        0                                        5 
                                      17                                      808                  1.0593055533702185E+007                  6.2668999367619964E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  4.9296959110643551E-002                  4.8493148800537289E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7073855817829280E-001                  4.8493148800537289E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7073855817829280E-001                 -1.5803476961648091E-001                 -4.7008071451110865E+001                 -6.3780902500569479E+000                 -1.5803450796168461E-001                 -2.0208099332977247E-001                 -1.1737473961312714E+000                 -4.7008071451110865E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6017073413340004E+003                  3.7483204155614853E+000                  6.9433901965242628E-001                 -1.5842842808412175E-001                 -5.3201884300535129E-002                  4.5444713959042033E+000                  0.0000000000000000E+000                  1.3623374537825368E+007                  7.8178048725358650E+001                  6.2166584416073989E-001                  8.4945128792432334E-001                  1.2981382464330400E+000                  6.9888025437657419E-001                  2.8084643312531171E-001                  2.2055268385413637E-003                  9.3802044432862060E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9981150529750291E-001                  2.8007482618728591E-001                                        0                                        5 
                                      18                                      805                  1.2811666640442621E+007                  6.3460811828096215E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  4.6251719102969831E-002                  4.5901645167702509E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076214556816032E-001                  4.5901645167702509E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076214556816032E-001                 -1.5788232007352751E-001                 -4.7015288654664921E+001                 -6.3662448856824234E+000                 -1.5788205127826424E-001                 -1.9908805713180952E-001                 -1.2011489257059689E+000                 -4.7015288654664921E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6028879997116119E+003                  3.7484119411194730E+000                  6.9607182354079278E-001                 -1.5734594579447625E-001                 -5.2843694271687572E-002                  4.5437550158465081E+000                  0.0000000000000000E+000                  1.3617680125794651E+007                  7.8377493244386429E+001                  6.2173265044016457E-001                  8.4938361878582525E-001                  1.2983198184366807E+000                  6.9874509323199685E-001                  2.8095688573530853E-001                  2.0533430100434106E-003                  9.3801353352443769E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9979343013243223E-001                  2.8008733431773808E-001                                        0                                        5 
                                      19                                      808                  1.5473999968531147E+007                  6.4252624288572466E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  4.3242663434348974E-002                  4.0826951735685346E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7081044907788017E-001                  4.0826951735685346E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7081044907788017E-001                 -1.5761852198633591E-001                 -4.7020460848405172E+001                 -6.3513336496755475E+000                 -1.5761824397081345E-001                 -1.9575787040996609E-001                 -1.2329596904283460E+000                 -4.7020460848405172E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6045515202764363E+003                  3.7485408658048756E+000                  6.9809109106902600E-001                 -1.5608790435752393E-001                 -5.2472522924016211E-002                  4.5430126731511651E+000                  0.0000000000000000E+000                  1.3612710081148081E+007                  7.8650955794724368E+001                  6.2181424249371875E-001                  8.4930080130076913E-001                  1.2985414200214325E+000                  6.9857985082905272E-001                  2.8109369274907264E-001                  1.8747256279964945E-003                  9.3800477622894389E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9977193065935139E-001                  2.8010256212053602E-001                                        0                                        5 
                                      20                                      804                  1.8668799962237377E+007                  6.5044436749048709E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  3.9029271120269958E-002                  3.8347038686210977E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7089517121539048E-001                  3.8347038686210977E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7089517121539048E-001                 -1.5672049314589570E-001                 -4.7021464815405139E+001                 -6.3340795211867693E+000                 -1.5672020446028398E-001                 -1.9162912400004137E-001                 -1.2689093954561241E+000                 -4.7021464815405139E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6065979131176337E+003                  3.7486994110341385E+000                  7.0027361897120699E-001                 -1.5473223428464913E-001                 -5.2111778346103997E-002                  4.5422911839953413E+000                  0.0000000000000000E+000                  1.3609940103096735E+007                  7.8966326046456800E+001                  6.2191210484933857E-001                  8.4920139354305235E-001                  1.2988065944794518E+000                  6.9838128132828703E-001                  2.8126008565021698E-001                  1.6760825857307987E-003                  9.3799397414272324E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9974635456040291E-001                  2.8012115060581072E-001                                        0                                        5 
                                      21                                      804                  2.2502559954684850E+007                  6.5836249209524960E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  3.5672489450960361E-002                  3.3511022080966624E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7099757111535190E-001                  3.3511022080966624E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7099757111535190E-001                 -1.5567919215909828E-001                 -4.7020694054547370E+001                 -6.3354106840582531E+000                 -1.5567890504621809E-001                 -1.8717555073810332E-001                 -1.3108561652704456E+000                 -4.7020694054547370E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6090476121752163E+003                  3.7488891265164175E+000                  7.0262597986447206E-001                 -1.5327579604245145E-001                 -5.1762990189563755E-002                  4.5415936076822607E+000                  0.0000000000000000E+000                  1.3607681435290743E+007                  7.9354474493587503E+001                  6.2203116388866475E-001                  8.4908016181629631E-001                  1.2991286572289833E+000                  6.9813926919604541E-001                  2.8146650566963766E-001                  1.4529414558885425E-003                  9.3798020045039263E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9971589450858163E-001                  2.8014384018292332E-001                                        0                                        5 
                                      22                                      800                  2.7103071945621818E+007                  6.6628061670001211E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  3.1171786586310649E-002                  3.1158842352958904E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7113287962598538E-001                  3.1158842352958904E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7113287962598538E-001                 -1.5420201827666441E-001                 -4.7016632017819312E+001                 -6.3139562027597922E+000                 -1.5420171764828447E-001                 -1.8222994349093183E-001                 -1.3583339768983598E+000                 -4.7016632017819312E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6117388387622459E+003                  3.7490974514647299E+000                  7.0503863677962697E-001                 -1.5178708261085752E-001                 -5.1435283370391841E-002                  4.5409381940439166E+000                  0.0000000000000000E+000                  1.3607064024638936E+007                  7.9783729306406471E+001                  6.2217328254254611E-001                  8.4893519765845882E-001                  1.2995118953307427E+000                  6.9784961058194062E-001                  2.8171826770189851E-001                  1.2188968776248267E-003                  9.3796312321919716E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9967959959794157E-001                  2.8017157280992211E-001                                        0                                        5 
                                      23                                      803                  3.2623686334746182E+007                  6.7419874130477453E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  2.7782443730175674E-002                  9.9999999996481237E-001                  9.7129327699936074E-001                  2.6596986680539059E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7129327699936074E-001                  2.6596986680539059E-002                  7.8129685642366859E-008                 -1.5258365867378940E-001                 -4.7012688768323308E+001                 -6.2918421629604175E+000                 -1.5258334351773881E-001                 -1.7712542941134185E-001                 -1.4126751770000618E+000                 -4.7012688768323308E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6146960584261815E+003                  3.7493262514752925E+000                  7.0757216404393575E-001                 -1.5022926061237854E-001                 -5.1113972392276587E-002                  4.5402955720876861E+000                  0.0000000000000000E+000                  1.3605753027586102E+007                  8.0275242721994118E+001                  6.2234532023505706E-001                  8.4875917578636118E-001                  1.2999745594629046E+000                  6.9749804878626964E-001                  2.8203103661038731E-001                  9.7515987281396180E-004                  9.3794124135893175E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9963630757438322E-001                  2.8020545791312479E-001                                        0                                        5 
                                      24                                      801                  3.9248423601695418E+007                  6.8211686590953704E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  2.3195538642655760E-002                  9.9999999996481237E-001                  9.7146607759911463E-001                  2.2241562345026222E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7146607759911463E-001                  2.2241562345026222E-002                  7.8129685642366859E-008                 -1.5073141668249743E-001                 -4.7008332826369298E+001                 -6.2893107767829264E+000                 -1.5073110103322446E-001                 -1.7192054920235819E-001                 -1.4729540424313758E+000                 -4.7008332826369298E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6177509438714415E+003                  3.7495624813767847E+000                  7.1014688887533206E-001                 -1.4865181123869117E-001                 -5.0797707508418437E-002                  4.5396630423199698E+000                  0.0000000000000000E+000                  1.3604210100488031E+007                  8.0804062741517711E+001                  6.2255322575809025E-001                  8.4854585659463089E-001                  1.3005318214095178E+000                  6.9707191566327198E-001                  2.8241925476967927E-001                  7.3563881608729967E-004                  9.3791315516459639E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9958463537854254E-001                  2.8024685998214599E-001                                        0                                        5 
                                      25                                      799                  4.7198108322034501E+007                  6.9003499051429955E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  1.8576172680967149E-002                  9.9999999996481248E-001                  9.7165030114907258E-001                  1.8115287486945630E-002                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7165030114907258E-001                  1.8115287486945630E-002                  7.8129685642366859E-008                 -1.4880105018858703E-001                 -4.7006077771043628E+001                 -6.2692867303182345E+000                 -1.4880072111087689E-001                 -1.6690814894819153E-001                 -1.5377585850959830E+000                 -4.7006077771043628E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6207083805810653E+003                  3.7497910533609216E+000                  7.1269323668487261E-001                 -1.4709736255056449E-001                 -5.0477627132628183E-002                  4.5390228815683891E+000                  0.0000000000000000E+000                  1.3600633748813611E+007                  8.1353318845738258E+001                  6.2280620013397592E-001                  8.4828550834511740E-001                  1.3012076030463473E+000                  6.9655183890983274E-001                  2.8290484310622221E-001                  5.1375588514245680E-004                  9.3787647892908232E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9952291822221335E-001                  2.8029739980243856E-001                                        0                                        5 
                                      26                                      798                  5.6737729986441396E+007                  6.9795311511906197E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  1.3601851199655049E-002                  9.9999999996481248E-001                  9.7183152714262711E-001                  1.2416803868395776E-002                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7183152714262711E-001                  1.2416803868395776E-002                  7.8129685642366859E-008                 -1.4689233857766251E-001                 -4.7003917545260329E+001                 -6.2517568456895756E+000                 -1.4689199744788295E-001                 -1.6231736425808982E-001                 -1.6041404398263284E+000                 -4.7003917545260329E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6234779270202607E+003                  3.7500049948107228E+000                  7.1513177256720906E-001                 -1.4561392627449840E-001                 -5.0163791894197486E-002                  4.5383952110915278E+000                  0.0000000000000000E+000                  1.3596393176167641E+007                  8.1889584989504357E+001                  6.2311447004878917E-001                  8.4796740900506229E-001                  1.3020283613827750E+000                  6.9591627293857705E-001                  2.8351203196841529E-001                  3.2718626465222790E-004                  9.3782844712672619E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9944916463573381E-001                  2.8035900612258929E-001                                        0                                        5 
