                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221109"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                     Teff                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                                 center_T                               center_Rho                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      27                                      795                  6.8185275983729675E+007                  7.0587123972382448E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  9.1076211190613699E-003                  9.9999999996481248E-001                  9.7198905132250668E-001                  8.9974299798777913E-003                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7198905132250668E-001                  8.9974299798777913E-003                  7.8129685642366859E-008                 -1.4512820912561716E-001                 -4.6999842164679663E+001                 -6.2544703272271249E+000                 -1.4512787149484313E-001                 -1.5831122979077841E-001                 -1.6694724242365508E+000                 -4.6999842164679663E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6258586328331212E+003                  3.7501888149689151E+000                  7.1737240546208159E-001                 -1.4425533296537379E-001                 -4.9852135556019660E-002                  4.5377718984151718E+000                  0.0000000000000000E+000                  1.3592520903438471E+007                  8.2368300078474945E+001                  6.2348868407477243E-001                  8.4758051844106386E-001                  1.3030218866759344E+000                  6.9514300937576068E-001                  2.8426496973775017E-001                  1.8962839440764674E-004                  9.3776646335625991E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9936099800716123E-001                  2.8043396700164724E-001                                        0                                       10 
                                      28                                      792                  8.1922331180475608E+007                  7.1378936432858699E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  5.8865813594789198E-003                  9.9999999996481248E-001                  9.7212562709867745E-001                  4.5651477472103408E-003                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7212562709867745E-001                  4.5651477472103408E-003                  7.8129685642366859E-008                 -1.4355498321658791E-001                 -4.6994339766499216E+001                 -6.2418968163339015E+000                 -1.4355463692471040E-001                 -1.5489117017030046E-001                 -1.7325280591829590E+000                 -4.6994339766499216E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6278861758851253E+003                  3.7503453052366083E+000                  7.1946689061424007E-001                 -1.4298918720950357E-001                 -4.9532043213471710E-002                  4.5371317137300764E+000                  0.0000000000000000E+000                  1.3588330373597009E+007                  8.2822428566159701E+001                  6.2395310238623980E-001                  8.4709972416373747E-001                  1.3042528768407338E+000                  6.9418219874865517E-001                  2.8521429530790027E-001                  9.8408223162438829E-005                  9.3768320380028577E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9925558778204511E-001                  2.8052501831468896E-001                                        0                                       10 
                                      29                                      790                  9.8406797416570738E+007                  7.2170748893334942E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  2.5767013853707607E-003                  9.9999999996481248E-001                  9.7224021563713336E-001                  2.1934401676090842E-003                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7224021563713336E-001                  2.1934401676090842E-003                  7.8129685642366859E-008                 -1.4214639539489338E-001                 -4.6982551886338541E+001                 -6.2308099896422799E+000                 -1.4214604129928540E-001                 -1.5196010699045870E-001                 -1.7929950317255980E+000                 -4.6982551886338541E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6296023919357413E+003                  3.7504777225447530E+000                  7.2144394333571749E-001                 -1.4179740822365727E-001                 -4.9200988336838170E-002                  4.5364696039768093E+000                  0.0000000000000000E+000                  1.3589195140201192E+007                  8.3216220925804834E+001                  6.2452489844625936E-001                  8.4650786593931859E-001                  1.3057672734257193E+000                  6.9299905475805068E-001                  2.8639267238522981E-001                  4.8802268621999242E-005                  9.3757459157277848E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9912955038164748E-001                  2.8063545896132430E-001                                        0                                       10 
                                      30                                      789                  1.1818815689988488E+008                  7.2962561353811193E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  9.0576583890111426E-004                  9.9999999996481248E-001                  9.7233367473520982E-001                  8.5214488516122317E-004                  7.8129685641282657E-008                  9.9999999996481248E-001                  9.7233367473520982E-001                  8.5214488516122317E-004                  7.8129685641282657E-008                 -1.4084642061578292E-001                 -4.6965737033036440E+001                 -6.2205283633917388E+000                 -1.4084605912087197E-001                 -1.4938631239588729E-001                 -1.8514413136494843E+000                 -4.6965737033036440E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6311135851320596E+003                  3.7505942875787222E+000                  7.2338598254312125E-001                 -1.4062991106120415E-001                 -4.8850369823549830E-002                  4.5357683669502329E+000                  0.0000000000000000E+000                  1.3592354900087066E+007                  8.3574469656378909E+001                  6.2523290624806183E-001                  8.4577570815281000E-001                  1.3076428292361049E+000                  6.9153533137139978E-001                  2.8785672272303614E-001                  2.6265812798887772E-005                  9.3743212837216709E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9897882406012779E-001                  2.8076927575729554E-001                                        0                                       10 
                                      31                                      786                  1.4192578827986184E+008                  7.3754373814287444E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  2.2411595192736466E-005                  9.9999999996481248E-001                  9.7240992060306486E-001                  1.7191424616509372E-005                  7.8129685563651399E-008                  9.9999999996481248E-001                  9.7240992060306486E-001                  1.7191424616509372E-005                  7.8129685563651399E-008                 -1.3957654230035188E-001                 -4.6943999512554598E+001                 -6.2105162301525096E+000                 -1.3957617345489462E-001                 -1.4703527257273957E-001                 -1.9084199791076637E+000                 -4.6943999512554598E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6325518700239190E+003                  3.7507051998208909E+000                  7.2538391548222325E-001                 -1.3943207860774956E-001                 -4.8473278081159490E-002                  4.5350141834654520E+000                  0.0000000000000000E+000                  1.3600144910975324E+007                  8.3926182711320493E+001                  6.2611347214278201E-001                  8.4486669765393907E-001                  1.3099775819017239E+000                  6.8971793201332543E-001                  2.8967760171281665E-001                  1.7964597009001689E-005                  9.3724398178518225E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9879851554588934E-001                  2.8093130017438106E-001                                        0                                       10 
                                      32                                      789                  1.7041094593583423E+008                  7.4546186274763686E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7246945483555758E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7246945483555758E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3826984866913319E-001                 -4.6917115805283935E+001                 -6.2001992789948304E+000                 -1.3826947209135163E-001                 -1.4480025646870412E-001                 -1.9643749701638027E+000                 -4.6917115805283935E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6340003298909151E+003                  3.7508168680792537E+000                  7.2750753882755648E-001                 -1.3816250192385043E-001                 -4.8061826255936080E-002                  4.5341912798150048E+000                  0.0000000000000000E+000                  1.3610356506420860E+007                  8.4266129211203065E+001                  6.2717732491104927E-001                  8.4377137135671254E-001                  1.3128019111559113E+000                  6.8752744866804649E-001                  2.9187186701047302E-001                  1.5564701341292505E-005                  9.3701303966187630E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9858271479542910E-001                  2.8112738814247262E-001                                        0                                       10 
                                      33                                      788                  2.0459313512300104E+008                  7.5337998735239937E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7252784263623238E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7252784263623238E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3687213694308098E-001                 -4.6884915089209606E+001                 -6.1891224112913594E+000                 -1.3687175187825951E-001                 -1.4260006165542019E-001                 -2.0195199618785158E+000                 -4.6884915089209606E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6355372241466648E+003                  3.7509353227532771E+000                  7.2982244149681541E-001                 -1.3678278653400880E-001                 -4.7608877909062056E-002                  4.5332853831212567E+000                  0.0000000000000000E+000                  1.3622684180136612E+007                  8.4644587330088285E+001                  6.2846047997811183E-001                  8.4245424025536642E-001                  1.3162141936139602E+000                  6.8489333717696466E-001                  2.9451082829878000E-001                  1.4988587435643451E-005                  9.3673046717184585E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9832427258442908E-001                  2.8136463853169130E-001                                        0                                       10 
                                      34                                      786                  2.4561176214760125E+008                  7.6129811195716188E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7258967497321269E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7258967497321269E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3533343478648538E-001                 -4.6846305313077409E+001                 -6.1768073862009132E+000                 -1.3533304004737093E-001                 -1.4036606833771567E-001                 -2.0738363243216265E+000                 -4.6846305313077409E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6372295965039229E+003                  3.7510657233893054E+000                  7.3239903778499804E-001                 -1.3525223493962057E-001                 -4.7104403383924194E-002                  4.5322764340709814E+000                  0.0000000000000000E+000                  1.3637455231619228E+007                  8.5079278123159938E+001                  6.3000961234350961E-001                  8.4086998709149052E-001                  1.3203420029113409E+000                  6.8172500955574522E-001                  2.9768519071786059E-001                  1.4892453233061602E-005                  9.3638351223861785E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9801452735350267E-001                  2.8165166647400808E-001                                        0                                       10 
                                      35                                      789                  2.9483411457712144E+008                  7.6921623656192430E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7265886621745534E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7265886621745534E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3360294950343579E-001                 -4.6799969997587347E+001                 -6.1627627258535576E+000                 -1.3360254341153124E-001                 -1.3803410947764316E-001                 -2.1270835277130464E+000                 -4.6799969997587347E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6391427204098782E+003                  3.7512130862361808E+000                  7.3531793190052164E-001                 -1.3352484293552502E-001                 -4.6535433075628165E-002                  4.5311384934543888E+000                  0.0000000000000000E+000                  1.3655182330119547E+007                  8.5588553744456007E+001                  6.3188198241107918E-001                  8.3896394267074847E-001                  1.3253426285946144E+000                  6.7791313297083622E-001                  3.0150450201879980E-001                  1.4907191049601649E-005                  9.3595570319413846E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9764296603463960E-001                  2.8199894436813139E-001                                        0                                       10 
                                      36                                      789                  3.5390093749254578E+008                  7.7713436116668682E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7273929781080271E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7273929781080271E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3162875044980069E-001                 -4.6744311940542723E+001                 -6.1803580539055192E+000                 -1.3162836225044186E-001                 -1.3554203412013507E-001                 -2.1788269037162009E+000                 -4.6744311940542723E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6413377635455972E+003                  3.7513821029965522E+000                  7.3866635329876229E-001                 -1.3155168290602373E-001                 -4.5886886581619254E-002                  4.5298414004663714E+000                  0.0000000000000000E+000                  1.3676525044252450E+007                  8.6193431120269537E+001                  6.3414831894383006E-001                  8.3666995068329686E-001                  1.3314114368111987E+000                  6.7332540107965833E-001                  3.0610141235087701E-001                  1.4948845409084311E-005                  9.3542548851292071E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9719679984565641E-001                  2.8241922556244259E-001                                        0                                       10 
                                      37                                      786                  3.8934103124180031E+008                  7.5494948620505120E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7283481264727190E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7283481264727190E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3046974087310079E-001                 -4.6710929411900750E+001                 -6.1710406329531766E+000                 -1.3046934531232365E-001                 -1.3412503233133077E-001                 -2.2071584044515813E+000                 -4.6710929411900750E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6426253470538195E+003                  3.7514812154111454E+000                  7.4063923839383283E-001                 -1.3039328315006046E-001                 -4.5505911532823837E-002                  4.5290794503687808E+000                  0.0000000000000000E+000                  1.3689367100610085E+007                  8.6556648763933467E+001                  6.3551745650400371E-001                  8.3529118564089877E-001                  1.3350857776318810E+000                  6.7056802084487144E-001                  3.0886439121307169E-001                  1.4975554811969812E-005                  9.3510117493501143E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9692892004912776E-001                  2.8267259037588477E-001                                        1                                       10 
                                      38                                      786                  4.2478112499105489E+008                  7.5494948620505120E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7289224536015628E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7289224536015628E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2933135226898274E-001                 -4.6677519381774729E+001                 -6.1618190627066145E+000                 -1.2933094927700636E-001                 -1.3277102872569199E-001                 -2.2323167728550071E+000                 -4.6677519381774729E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6438947914333621E+003                  3.7515789094186305E+000                  7.4258389212557152E-001                 -1.2925447557424394E-001                 -4.5131895759885500E-002                  4.5283314188229040E+000                  0.0000000000000000E+000                  1.3702254359354585E+007                  8.6920246538371288E+001                  6.3689432907070320E-001                  8.3391008605972117E-001                  1.3387866988450348E+000                  6.6780597062598601E-001                  3.1163213421040320E-001                  1.5002656525579147E-005                  9.3477057826023852E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9666079245242218E-001                  2.8292708158767776E-001                                        1                                       10 
                                      39                                      786                  4.6730923749016035E+008                  7.6286761080981362E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7295010015124850E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7295010015124850E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2798816994005691E-001                 -4.6637364916393864E+001                 -6.1508387724156108E+000                 -1.2798775790563149E-001                 -1.3121540685975361E-001                 -2.2585542512290431E+000                 -4.6637364916393864E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6453974932004376E+003                  3.7516945260707266E+000                  7.4488507528049308E-001                 -1.2791072728069358E-001                 -4.4691254917303372E-002                  4.5274501371377394E+000                  0.0000000000000000E+000                  1.3717796656305104E+007                  8.7357924646594483E+001                  6.3855725179215195E-001                  8.3224943642325555E-001                  1.3432639436804628E+000                  6.6448484902253357E-001                  3.1496022567413834E-001                  1.5035397491985345E-005                  9.3436464538764388E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9633858836352325E-001                  2.8323399970404256E-001                                        1                                       10 
                                      40                                      786                  5.1834297248908693E+008                  7.7078573541457613E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7302020742251727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7302020742251727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2640004035293292E-001                 -4.6589092079970342E+001                 -6.1377342248620943E+000                 -1.2639961724622056E-001                 -1.2942140415870748E-001                 -2.2854911354422494E+000                 -4.6589092079970342E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6471784236411768E+003                  3.7518315095677024E+000                  7.4761507483726353E-001                 -1.2632195013345035E-001                 -4.4170833337632824E-002                  4.5264092939783982E+000                  0.0000000000000000E+000                  1.3736563764477219E+007                  8.7886312535991024E+001                  6.4056847160283725E-001                  8.3025188576996267E-001                  1.3486892716944459E+000                  6.6048995941893507E-001                  3.1896368279130149E-001                  1.5074932335481412E-005                  9.3386394649885695E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9595116867894991E-001                  2.8360438489285678E-001                                        1                                       10 
                                      41                                      788                  5.7958345448779881E+008                  7.7870386001933865E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7310551941656109E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7310551941656109E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2451716089958832E-001                 -4.6531035359462834E+001                 -6.1220555898172693E+000                 -1.2451672413676569E-001                 -1.2734259723478605E-001                 -2.3126278985593425E+000                 -4.6531035359462834E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6492927939855199E+003                  3.7519940841215225E+000                  7.5086468367521730E-001                 -1.2443832188821033E-001                 -4.3554168322653318E-002                  4.5251759639484392E+000                  0.0000000000000000E+000                  1.3759260034750961E+007                  8.8526295812314928E+001                  6.4300519685643942E-001                  8.2784795554150581E-001                  1.3552766154812137E+000                  6.5568235089064231E-001                  3.2378187323513802E-001                  1.5122734006825032E-005                  9.3324299561421530E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9548498343714937E-001                  2.8405170372055683E-001                                        1                                       10 
                                      42                                      788                  6.1632774368702590E+008                  7.5651898505770294E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7320989889529197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7320989889529197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2339244028383715E-001                 -4.6496169225374054E+001                 -6.1126611225706382E+000                 -1.2339199512458265E-001                 -1.2611452313414589E-001                 -2.3276357426979319E+000                 -4.6496169225374054E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6505593989531581E+003                  3.7520914446075015E+000                  7.5281245119023765E-001                 -1.2331320647971769E-001                 -4.3186331590365112E-002                  4.5244402904838630E+000                  0.0000000000000000E+000                  1.3772958233592505E+007                  8.8913801583701570E+001                  6.4447860038436433E-001                  8.2640311640005115E-001                  1.3592668366830780E+000                  6.5279282253501592E-001                  3.2667786001613774E-001                  1.5151581510915775E-005                  9.3286300721029045E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9520478178796996E-001                  2.8432110302794966E-001                                        2                                       10 
                                      43                                      788                  6.5307203288625300E+008                  7.5651898505770294E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7326776178280905E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7326776178280905E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2227259278860111E-001                 -4.6461255502777192E+001                 -6.1032673020135402E+000                 -1.2227213906708438E-001                 -1.2490416084410935E-001                 -2.3411574178358645E+000                 -4.6461255502777192E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6518226537616665E+003                  3.7521885258408734E+000                  7.5475684771864138E-001                 -1.2219293804262060E-001                 -4.2820359838559995E-002                  4.5237083469802526E+000                  0.0000000000000000E+000                  1.3786726618683815E+007                  8.9304088315827627E+001                  6.4596138141346493E-001                  8.2495578824059546E-001                  1.3632875220433711E+000                  6.4989831530347419E-001                  3.2957893796725413E-001                  1.5180579894955092E-005                  9.3247546102544140E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9492406226970183E-001                  2.8459149009275186E-001                                        2                                       10 
